gene	B10	B11	B12	B1	B2	B3	B4	B5	B6	B7	B8	B9
ENSMUSG00000085684.2	3	1	0	0	1	0	0	3	0	0	0	1
ENSMUSG00000045763.8	172	165	238	67	103	74	138	111	186	105	122	144
ENSMUSG00000115005.1	0	5	1	1	5	1	0	1	1	0	0	0
ENSMUSG00000088839.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097626.5	21	16	12	14	8	8	24	14	21	10	11	14
ENSMUSG00000103063.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043263.13	0	0	0	0	0	0	0	1	4	0	0	0
ENSMUSG00000053868.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095123.1	8	13	8	25	11	7	9	9	4	6	18	14
ENSMUSG00000113551.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108695.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083181.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027317.8	0	0	0	0	0	0	1	1	2	0	0	0
ENSMUSG00000084519.1	3	3	2	5	0	3	4	3	1	1	4	0
ENSMUSG00000086902.7	0	0	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000109913.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000004651.6	4866	4798	3356	7310	6564	5862	6546	5278	4421	3810	6230	5996
ENSMUSG00000093789.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079543.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118134.1	56	53	48	84	72	79	92	61	67	31	53	46
ENSMUSG00000111168.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106192.1	0	1	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000091286.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098252.1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000116680.1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082016.3	41	37	52	54	57	61	52	36	58	21	26	24
ENSMUSG00000092504.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087648.1	0	0	0	0	0	2	0	0	1	0	4	0
ENSMUSG00000064619.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075223.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029387.10	253	212	190	271	268	292	320	240	268	115	203	206
ENSMUSG00000023092.16	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000042189.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001520.12	89	102	85	93	88	72	133	94	94	36	70	73
ENSMUSG00000114297.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085711.4	16	15	14	17	29	17	14	7	17	6	8	10
ENSMUSG00000112360.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057531.14	1129	1118	1043	1333	1774	1452	1718	1357	1711	705	1052	1097
ENSMUSG00000031465.6	161	191	185	172	262	265	98	61	126	82	160	188
ENSMUSG00000024659.15	2201	2641	1567	3707	3382	3347	2283	1741	1687	502	901	823
ENSMUSG00000063281.9	202	183	120	208	233	198	218	215	200	101	140	151
ENSMUSG00000108722.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101756.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117992.1	5	3	2	3	1	5	2	5	1	7	5	5
ENSMUSG00000083328.3	35	38	10	35	34	22	32	32	18	11	16	14
ENSMUSG00000005397.8	140	147	119	196	165	200	211	185	213	147	228	280
ENSMUSG00000093816.1	4	9	8	9	16	12	7	10	4	9	8	19
ENSMUSG00000007815.13	2550	2492	2252	3988	4235	4084	4541	3604	4062	1822	2998	2886
ENSMUSG00000081874.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088840.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024227.14	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000034111.6	159	159	214	272	251	405	288	235	390	114	230	179
ENSMUSG00000106339.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026470.14	262	300	294	369	529	428	393	323	437	237	353	297
ENSMUSG00000090095.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097061.2	64	76	60	120	81	73	99	128	141	50	84	91
ENSMUSG00000116827.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065245.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091313.1	2	0	0	1	0	0	1	1	0	0	0	2
ENSMUSG00000104885.1	0	0	0	4	0	0	0	0	0	0	1	0
ENSMUSG00000080709.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020679.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114324.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109468.1	0	0	0	0	5	0	0	1	0	0	0	0
ENSMUSG00000102382.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107531.1	1	2	1	2	0	1	0	0	1	1	1	3
ENSMUSG00000004056.15	491	532	577	685	780	1016	780	522	868	326	596	621
ENSMUSG00000094442.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089586.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112870.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083838.1	4	5	3	1	6	5	2	4	6	4	1	2
ENSMUSG00000110004.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105148.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081901.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044017.16	0	1	0	0	0	0	2	2	6	0	0	1
ENSMUSG00000099025.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027605.18	163	162	159	208	252	247	284	234	308	103	181	183
ENSMUSG00000045345.6	1	0	0	2	5	3	3	1	3	1	1	1
ENSMUSG00000117453.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003970.9	17911	18675	14987	21877	27213	21156	18747	15843	18246	6946	10243	10878
ENSMUSG00000022799.4	302	346	523	493	516	787	589	416	715	358	642	706
ENSMUSG00000068040.10	298	290	393	382	458	518	498	319	548	197	409	453
ENSMUSG00000110487.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103694.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087083.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090122.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050201.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106849.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104912.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076479.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098909.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113133.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035168.16	448	520	646	505	601	880	646	426	862	331	618	659
ENSMUSG00000102529.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095188.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034947.13	64	65	65	63	55	75	395	349	500	45	93	106
ENSMUSG00000093251.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032251.12	306	343	245	396	405	354	382	310	309	155	224	258
ENSMUSG00000097571.9	31	20	14	24	17	16	29	30	24	17	18	24
ENSMUSG00000082647.1	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000089613.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077671.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101191.6	101	85	52	56	58	44	71	83	90	28	37	31
ENSMUSG00000061322.15	1602	1666	1455	1885	2509	2073	2351	1855	2421	1230	1831	1949
ENSMUSG00000100026.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116262.1	2783	2561	2251	2328	2761	2074	2156	1639	1531	1150	1330	1298
ENSMUSG00000087110.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110514.1	7	9	4	4	7	6	7	5	4	4	3	12
ENSMUSG00000105658.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075288.2	2	3	2	0	3	3	4	2	3	1	1	2
ENSMUSG00000096380.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035367.9	555	595	487	728	736	800	698	479	597	280	447	456
ENSMUSG00000027224.14	1	0	2	0	0	0	0	1	0	0	0	0
ENSMUSG00000019787.9	0	0	0	2	3	1	0	0	0	0	1	0
ENSMUSG00000048501.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108304.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027409.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101338.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042078.14	6	4	2	1	0	0	2	0	3	3	0	2
ENSMUSG00000113643.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000060244.1	22	50	22	26	29	19	52	28	40	25	32	22
ENSMUSG00000025666.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108787.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085776.8	11	5	4	6	5	3	8	8	5	9	7	9
ENSMUSG00000093761.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079635.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115071.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070732.2	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000008822.15	179	184	115	177	227	148	202	207	143	77	107	115
ENSMUSG00000118226.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034566.10	1982	1900	1147	2307	2445	1796	2337	1926	1838	728	1102	992
ENSMUSG00000104467.1	3	2	3	0	1	1	1	1	6	0	0	1
ENSMUSG00000034998.18	145	145	161	177	205	300	204	160	229	106	155	181
ENSMUSG00000091378.1	0	0	0	0	0	0	2	0	1	0	0	0
ENSMUSG00000047446.18	83	50	51	64	60	55	102	86	86	27	63	36
ENSMUSG00000098344.1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007872.3	897	654	489	368	430	323	1263	1000	1228	434	850	882
ENSMUSG00000114955.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044664.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019814.5	352	360	346	401	462	477	396	315	397	137	262	261
ENSMUSG00000085803.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096890.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033940.8	2175	2240	1558	3155	3252	2554	3138	2662	2514	1152	1678	1612
ENSMUSG00000039934.12	0	0	0	1	2	2	1	0	2	3	1	1
ENSMUSG00000094024.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040728.15	0	2	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000112452.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082082.1	257	213	176	90	92	92	145	114	107	18	52	43
ENSMUSG00000107596.1	2	5	5	7	5	3	2	1	9	0	1	2
ENSMUSG00000108814.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083300.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027919.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101848.1	2	4	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000052769.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078444.3	4	8	5	11	5	5	3	6	3	7	9	1
ENSMUSG00000117035.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081966.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093908.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110069.1	1	0	1	0	4	1	1	2	2	0	1	0
ENSMUSG00000088932.1	3	5	3	5	6	5	8	4	7	2	3	6
ENSMUSG00000105093.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050266.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071478.6	3	1	1	0	1	1	8	2	0	1	3	2
ENSMUSG00000022261.6	394	406	352	607	565	646	630	553	584	209	383	403
ENSMUSG00000019763.11	372	355	274	344	302	312	497	393	302	169	326	265
ENSMUSG00000115581.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034203.8	958	997	649	1214	1204	872	1092	902	822	380	649	545
ENSMUSG00000092570.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116919.1	1	1	0	1	0	0	2	1	1	0	1	0
ENSMUSG00000065337.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086549.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091405.2	7	15	5	9	20	4	11	8	13	5	3	2
ENSMUSG00000034686.8	3	6	4	6	3	3	2	2	5	6	4	10
ENSMUSG00000052798.13	216	274	330	519	631	716	376	294	457	143	258	284
ENSMUSG00000018623.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113198.1	234	224	130	333	282	192	226	237	170	121	136	124
ENSMUSG00000048834.16	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000039269.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084046.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100657.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107623.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023935.10	26	26	28	38	29	30	34	32	58	21	47	32
ENSMUSG00000074578.14	926	984	498	571	643	386	1143	1033	739	364	432	438
ENSMUSG00000094534.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039985.14	421	409	307	688	594	631	459	397	414	171	335	311
ENSMUSG00000082592.1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000014786.8	121	130	96	220	151	135	136	132	119	81	127	120
ENSMUSG00000026728.9	7850	9139	9914	9641	12041	13843	12828	9813	16982	4062	7582	8490
ENSMUSG00000105120.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024225.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114390.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000060771.14	69	44	37	50	41	54	38	26	41	23	27	36
ENSMUSG00000099117.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068466.6	21	23	20	37	50	40	34	25	23	10	16	26
ENSMUSG00000115728.1	46	46	60	73	84	93	72	52	103	30	66	58
ENSMUSG00000103786.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089678.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042590.17	189	191	235	327	358	451	298	217	372	128	238	261
ENSMUSG00000078954.9	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000037995.15	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113225.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087175.7	0	0	0	1	0	0	0	4	4	1	1	0
ENSMUSG00000090214.8	1	0	0	1	0	1	1	1	1	0	0	1
ENSMUSG00000101283.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111771.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058005.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028029.11	1180	1038	835	1279	1494	1166	1454	1222	1285	526	798	760
ENSMUSG00000089705.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037563.15	10525	10587	6357	12336	13176	8904	9593	8109	7643	4594	6043	5786
ENSMUSG00000030876.7	862	865	837	940	1021	1028	1069	793	1072	495	781	737
ENSMUSG00000082739.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014813.9	0	2	2	3	6	8	2	1	11	2	0	1
ENSMUSG00000116354.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070797.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023034.7	268	338	348	519	690	764	358	352	544	152	264	306
ENSMUSG00000087202.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061527.7	0	0	0	1	0	0	0	0	0	0	2	0
ENSMUSG00000039270.9	74	89	101	132	113	134	145	116	149	72	139	130
ENSMUSG00000015149.14	593	644	736	677	860	957	795	624	1102	356	639	716
ENSMUSG00000096472.2	440	413	353	763	963	805	937	672	765	311	505	486
ENSMUSG00000090724.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085868.1	11	12	9	21	8	13	14	9	10	9	9	11
ENSMUSG00000112034.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100092.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028282.12	99	78	117	168	173	220	188	135	180	48	128	131
ENSMUSG00000103813.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101310.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095307.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110580.1	0	0	0	2	0	0	1	0	0	0	0	0
ENSMUSG00000111918.1	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000108879.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083365.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093853.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088997.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115163.1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000060336.6	12	9	11	15	17	13	19	23	10	5	24	18
ENSMUSG00000024049.15	14	13	14	9	6	6	14	9	7	8	20	10
ENSMUSG00000104559.1	198	210	170	275	312	290	258	217	288	82	135	131
ENSMUSG00000098436.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027859.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086494.1	7	13	8	9	14	8	8	8	11	8	17	13
ENSMUSG00000102056.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026932.14	238	286	399	656	696	1031	514	379	615	287	580	587
ENSMUSG00000118292.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096982.2	1	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000109022.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094116.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112544.1	0	0	0	0	1	3	3	7	3	0	1	2
ENSMUSG00000107688.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082174.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059827.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073953.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108906.1	0	1	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000094599.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027427.13	200	201	183	257	271	292	233	216	251	114	171	196
ENSMUSG00000025869.11	434	466	363	613	752	612	490	412	468	223	300	256
ENSMUSG00000117127.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009246.14	22	24	28	32	40	41	33	27	49	22	34	24
ENSMUSG00000068048.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079184.10	237	252	252	348	399	410	355	275	473	140	276	298
ENSMUSG00000081009.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097245.1	26	17	16	10	17	18	21	20	17	8	7	16
ENSMUSG00000076033.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045382.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115673.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041354.16	735	695	624	965	976	1024	720	610	847	448	657	659
ENSMUSG00000024942.17	76	120	103	73	128	116	274	205	345	97	160	184
ENSMUSG00000105185.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065429.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046722.14	667	697	629	988	1171	1091	1055	860	1149	446	777	759
ENSMUSG00000095791.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086521.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020709.15	3	4	2	1	4	2	5	3	9	4	6	3
ENSMUSG00000041062.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111353.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004771.12	391	409	313	687	655	607	735	669	688	285	488	484
ENSMUSG00000053004.9	1	1	0	0	3	1	3	1	2	0	0	0
ENSMUSG00000084138.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037424.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100749.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026700.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107715.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061576.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046694.6	7	16	16	21	13	18	6	5	5	10	16	9
ENSMUSG00000022952.17	38	44	57	64	48	70	102	71	123	23	66	60
ENSMUSG00000029468.17	84	89	108	140	141	136	166	119	196	72	177	144
ENSMUSG00000094626.1	6	2	10	6	5	3	3	0	2	2	1	11
ENSMUSG00000005698.15	565	549	663	605	697	850	626	458	692	268	474	459
ENSMUSG00000082684.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000056133.5	0	3	1	0	1	0	2	6	3	0	2	4
ENSMUSG00000105212.1	0	0	0	0	0	2	1	0	0	0	0	0
ENSMUSG00000114482.1	1	1	1	0	1	1	1	1	0	0	2	0
ENSMUSG00000070476.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099209.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000079162.8	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000029036.18	538	574	590	665	833	883	623	463	656	237	423	428
ENSMUSG00000087267.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027478.15	56	63	81	65	85	87	53	31	36	18	47	43
ENSMUSG00000115700.1	4	7	1	4	6	4	8	2	2	7	6	2
ENSMUSG00000103878.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085330.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030083.11	282	224	225	181	230	173	240	224	250	172	269	295
ENSMUSG00000000538.18	381	438	515	678	773	934	592	457	729	454	829	1033
ENSMUSG00000112099.1	15	15	14	11	22	14	15	6	24	9	6	6
ENSMUSG00000097755.2	7	15	7	17	18	24	20	17	8	3	4	3
ENSMUSG00000038368.16	89	96	119	130	125	190	116	82	191	58	96	115
ENSMUSG00000090306.5	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000024561.11	297	290	274	406	409	402	415	307	405	216	349	347
ENSMUSG00000113317.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002781.19	115	125	150	147	210	188	225	180	248	115	175	211
ENSMUSG00000108341.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101375.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052296.7	534	628	753	741	958	1148	1420	1037	1790	440	730	825
ENSMUSG00000030968.3	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014905.4	1189	896	764	540	455	442	922	626	515	770	939	952
ENSMUSG00000020328.10	1118	1170	705	1425	1240	1067	1134	984	812	459	688	644
ENSMUSG00000111863.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082711.1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000104021.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061619.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019966.18	0	0	1	2	0	1	16	18	27	2	2	4
ENSMUSG00000090266.10	902	896	694	1243	1322	1290	1185	990	1155	352	588	601
ENSMUSG00000086076.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000056643.5	3	4	5	2	2	5	0	1	2	3	4	7
ENSMUSG00000067367.9	292	338	360	559	736	757	392	288	578	122	232	268
ENSMUSG00000103905.1	0	3	0	2	0	1	0	0	2	0	1	0
ENSMUSG00000044783.16	1551	1662	1422	2564	2088	2355	2457	1852	2167	703	1387	1300
ENSMUSG00000096564.1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000114992.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058071.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090816.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002147.18	769	732	912	1170	1379	1567	1095	853	1523	506	943	968
ENSMUSG00000064748.1	0	0	0	0	0	0	0	1	1	0	1	0
ENSMUSG00000112126.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109087.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085840.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100184.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039756.12	555	565	476	726	782	768	815	689	661	237	381	370
ENSMUSG00000101402.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003226.7	510	536	537	755	628	871	664	508	704	307	566	531
ENSMUSG00000042793.13	9	12	8	11	29	15	1	5	4	2	4	6
ENSMUSG00000036743.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110672.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066176.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083457.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081520.1	21	32	13	23	40	24	21	12	8	10	12	6
ENSMUSG00000078481.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099693.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000000157.16	0	3	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000093945.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065940.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040118.15	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000029384.5	0	0	0	0	0	1	2	4	0	2	2	1
ENSMUSG00000086103.1	9	6	7	18	12	19	7	21	16	1	4	8
ENSMUSG00000055452.6	3	4	11	7	8	9	4	5	7	3	8	3
ENSMUSG00000097190.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104531.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024180.14	116	79	81	107	108	111	94	73	89	81	133	165
ENSMUSG00000098528.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086586.1	27	41	35	56	42	58	69	48	88	23	37	57
ENSMUSG00000064141.14	9	13	8	23	22	25	9	6	8	11	20	25
ENSMUSG00000109114.1	0	0	0	0	0	0	0	0	0	0	0	0
